student_id,observed_success,pp_mean,pp_q025,pp_q975,inside_95_interval
1402,0.6666666666666666,0.592999999999999,0.16666666666666666,1.0,True
1411,0.7333333333333333,0.6793166666666973,0.3333333333333333,0.9333333333333333,True
142,0.0,0.13337499999999963,0.0,0.5714285714285714,True
1420,0.8571428571428571,0.7240535714285536,0.2857142857142857,1.0,True
1427,0.3333333333333333,0.45545833333333624,0.0,1.0,True
1428,0.8571428571428571,0.7715357142857263,0.42857142857142855,1.0,True
1444,0.7142857142857143,0.632124999999986,0.14285714285714285,1.0,True
1483,0.5,0.461875,0.0,1.0,True
1484,1.0,0.39875,0.0,1.0,True
1486,0.0,0.1454583333333324,0.0,0.5,True
1487,0.5,0.45296875,0.0,1.0,True
1504,0.3333333333333333,0.3895416666666708,0.0,1.0,True
1505,0.7142857142857143,0.6114999999999922,0.14285714285714285,1.0,True
1517,0.38095238095238093,0.3999702380952351,0.14285714285714285,0.6666666666666666,True
1518,0.3333333333333333,0.3963333333333375,0.0,1.0,True
152,1.0,0.59775,0.0,1.0,True
155,0.0,0.17091666666666516,0.0,0.6666666666666666,True
156,0.0,0.216,0.0,1.0,True
1564,0.0,0.219375,0.0,1.0,True
160,0.0,0.222875,0.0,1.0,True
163,0.42857142857142855,0.43016071428571767,0.0,0.8571428571428571,True
167,0.65,0.6258375000000019,0.35,0.9,True
168,0.21052631578947367,0.2643092105263076,0.05263157894736842,0.5263157894736842,True
174,0.6153846153846154,0.5500288461538464,0.23076923076923078,0.8461538461538461,True
175,0.6,0.5410249999999955,0.2,0.8666666666666667,True
176,0.7857142857142857,0.6657946428571421,0.35714285714285715,0.9285714285714286,True
177,0.25,0.265203125,0.0,0.625,True
178,0.0,0.1770416666666649,0.0,0.6666666666666666,True
180,1.0,0.587375,0.0,1.0,True
189,0.4,0.3510999999999986,0.0,0.8,True
197,0.2857142857142857,0.2832499999999922,0.0,0.7142857142857143,True
198,0.25,0.2633125,0.0,0.75,True
199,0.42857142857142855,0.3635357142857158,0.0,0.8571428571428571,True
200,0.0,0.1324285714285711,0.0,0.5714285714285714,True
201,0.3333333333333333,0.30102083333333485,0.0,0.8333333333333334,True
202,0.0,0.12812500000000052,0.0,0.42857142857142855,True
203,0.6666666666666666,0.5065208333333324,0.0,1.0,True
204,0.5,0.414,0.0,0.875,True
208,1.0,0.656375,0.0,1.0,True
218,0.42857142857142855,0.3674285714285736,0.0,0.8571428571428571,True
219,0.4,0.34022500000000055,0.0,0.8,True
239,1.0,0.4564375,0.0,1.0,True
250,0.5,0.45925,0.0,1.0,True
26,1.0,0.591625,0.0,1.0,True
